ID	Parity	Treatment	month	DM	ME	GE	FME	CP	ADIN	DMD	a	b	c	NDF
2327	1	3	13	0.901	11	17.9	11	160	0.5	0.78	0.3	0.6	0.15	446
2327	2	3	1	0.901	11	17.9	11	160	0.5	0.78	0.3	0.6	0.15	446
2327	2	3	2	0.901	11	17.9	11	160	0.5	0.78	0.3	0.6	0.15	446
2327	2	3	3	0.901	11	17.9	11	160	0.5	0.78	0.3	0.6	0.15	446
2327	2	3	4	0.901	11	17.9	11	160	0.5	0.78	0.3	0.6	0.15	446
2327	2	3	5	0.8948	11	17.9	11	160	0.5	0.78	0.3	0.6	0.15	446
2327	2	3	6	0.8948	11	17.9	11	160	0.5	0.78	0.3	0.6	0.15	446
2327	2	3	7	0.8948	11	17.9	11	160	0.5	0.78	0.3	0.6	0.15	446
2327	2	3	8	0.901	11	17.9	11	160	0.5	0.78	0.3	0.6	0.15	446
2327	2	3	9	0.901	11	17.9	11	160	0.5	0.78	0.3	0.6	0.15	446
2327	2	3	10	0.901	11	17.9	11	160	0.5	0.78	0.3	0.6	0.15	446
2327	2	3	11	0.901	11	17.9	11	160	0.5	0.78	0.3	0.6	0.15	446
2327	2	3	12	0.901	11	17.9	11	160	0.5	0.78	0.3	0.6	0.15	446
2327	2	3	13	0.901	11	17.9	11	160	0.5	0.78	0.3	0.6	0.15	446
2327	2	3	14	0.901	11	17.9	11	160	0.5	0.78	0.3	0.6	0.15	446
2327	3	3	1	0.901	11	17.9	11	160	0.5	0.78	0.3	0.6	0.15	446
2327	3	3	2	0.901	11	17.9	11	160	0.5	0.78	0.3	0.6	0.15	446
2327	3	3	3	0.8948	11	17.9	11	160	0.5	0.78	0.3	0.6	0.15	446
2327	3	3	4	0.8948	11	17.9	11	160	0.5	0.78	0.3	0.6	0.15	446
2327	3	3	5	0.8948	11	17.9	11	160	0.5	0.78	0.3	0.6	0.15	446
2327	3	3	6	0.901	11	17.9	11	160	0.5	0.78	0.3	0.6	0.15	446
2327	3	3	7	0.901	11	17.9	11	160	0.5	0.78	0.3	0.6	0.15	446
2327	3	3	8	0.901	11	17.9	11	160	0.5	0.78	0.3	0.6	0.15	446
2327	3	3	9	0.901	11	17.9	11	160	0.5	0.78	0.3	0.6	0.15	446
2327	3	3	10	0.901	11	17.9	11	160	0.5	0.78	0.3	0.6	0.15	446
2327	3	3	11	0.901	11	17.9	11	160	0.5	0.78	0.3	0.6	0.15	446
2327	3	3	12	0.901	11	17.9	11	160	0.5	0.78	0.3	0.6	0.15	446
2327	3	3	13	0.901	11	17.9	11	160	0.5	0.78	0.3	0.6	0.15	446
2327	3	3	14	0.901	11	17.9	11	160	0.5	0.78	0.3	0.6	0.15	446
2327	3	3	15	0.8948	11	17.9	11	160	0.5	0.78	0.3	0.6	0.15	446
2327	3	3	16	0.8948	11	17.9	11	160	0.5	0.78	0.3	0.6	0.15	446
2330	1	3	1	0.901	11	17.9	11	160	0.5	0.78	0.3	0.6	0.15	446
2330	1	3	2	0.901	11	17.9	11	160	0.5	0.78	0.3	0.6	0.15	446
2330	1	3	3	0.8948	11	17.9	11	160	0.5	0.78	0.3	0.6	0.15	446
2330	1	3	4	0.8948	11	17.9	11	160	0.5	0.78	0.3	0.6	0.15	446
2330	1	3	5	0.8948	11	17.9	11	160	0.5	0.78	0.3	0.6	0.15	446
2330	1	3	6	0.901	11	17.9	11	160	0.5	0.78	0.3	0.6	0.15	446
2330	1	3	7	0.901	11	17.9	11	160	0.5	0.78	0.3	0.6	0.15	446
2330	1	3	8	0.901	11	17.9	11	160	0.5	0.78	0.3	0.6	0.15	446
2330	1	3	9	0.901	11	17.9	11	160	0.5	0.78	0.3	0.6	0.15	446
2330	1	3	10	0.901	11	17.9	11	160	0.5	0.78	0.3	0.6	0.15	446
2330	1	3	11	0.901	11	17.9	11	160	0.5	0.78	0.3	0.6	0.15	446
2330	1	3	12	0.901	11	17.9	11	160	0.5	0.78	0.3	0.6	0.15	446
2330	1	3	13	0.901	11	17.9	11	160	0.5	0.78	0.3	0.6	0.15	446
2330	1	3	14	0.901	11	17.9	11	160	0.5	0.78	0.3	0.6	0.15	446
2330	1	3	15	0.8948	11	17.9	11	160	0.5	0.78	0.3	0.6	0.15	446
2330	1	3	16	0.8948	11	17.9	11	160	0.5	0.78	0.3	0.6	0.15	446
2330	1	3	17	0.8948	11	17.9	11	160	0.5	0.78	0.3	0.6	0.15	446
2330	1	3	18	0.901	11	17.9	11	160	0.5	0.78	0.3	0.6	0.15	446
2330	1	3	19	0.901	11	17.9	11	160	0.5	0.78	0.3	0.6	0.15	446
2330	1	3	20	0.901	11	17.9	11	160	0.5	0.78	0.3	0.6	0.15	446
2330	1	3	21	0.901	11	17.9	11	160	0.5	0.78	0.3	0.6	0.15	446
2330	1	3	22	0.901	11	17.9	11	160	0.5	0.78	0.3	0.6	0.15	446
2330	1	3	23	0.901	11	17.9	11	160	0.5	0.78	0.3	0.6	0.15	446
2330	2	3	1	0.901	11	17.9	11	160	0.5	0.78	0.3	0.6	0.15	446
